transcript_id	gene_name	n_lines	drna_mean	drna_sd	dribo_mean	dribo_sd	dte_mean	dte_sd	dte_ci_low	dte_ci_high	dte_t	dte_p	dte_padj
ENST00000478244.6	DCUN1D2	24	0.0983779064254511	0.123425950026494	0.0478681833160547	0.126133686828673	-0.0505097231093964	0.148939718634095	-0.113401450530148	0.0123820043113549	-1.66138421371991	0.110208327322041	0.153359353994043
ENST00000478722.5	GPHN	24	-0.0182856033754584	0.0902834442498856	-0.0654674076651499	0.056240718431898	-0.0471818042896915	0.10006243205692	-0.0894344636856832	-0.0049291448936997	-2.30998474208303	0.0302088747255036	0.0564844545327302
ENST00000478753.5	SEPHS2	24	0.0460320896717203	0.0774235139299686	-0.0134006788415225	0.0344166642437864	-0.0594327685132428	0.0756966501212464	-0.0913966605478798	-0.0274688764786058	-3.84640421009949	0.000823170922010346	0.00422273164851865
ENST00000479035.7	RPL23	24	-0.679240924055475	0.309237096109884	-1.01602833195977	0.101433498662958	-0.336787407904296	0.274945462612607	-0.452886694573997	-0.220688121234595	-6.00087954404585	4.04832494519008e-06	6.41806262514472e-05
ENST00000479054.5	NISCH	24	0.119026465479332	0.106442882849392	0.0894145837719824	0.0531326777375401	-0.0296118817073501	0.117692101858984	-0.0793088977724531	0.0200851343577529	-1.23260608589643	0.230174234216853	0.283956695799351
ENST00000479209.1	SERP1	24	0.165814302475849	0.149244657767639	0.0776162617601342	0.0596604474334305	-0.0881980407157147	0.162131380422742	-0.156660118376462	-0.0197359630549677	-2.6650016240337	0.01383269911254	0.0314285822041543
ENST00000479665.6	AZI2	24	0.52469308482655	0.110461077138864	0.00651156403577291	0.0620251582306486	-0.518181520790778	0.118276401336553	-0.568125264886606	-0.46823777669495	-21.4629512858628	1.03216563982639e-16	1.1961767599948e-13
ENST00000479870.6	TCAF1	24	-1.89041721349407	0.247124924440318	-2.19601954747364	0.221793292020505	-0.305602333979564	0.321178465643374	-0.44122410565944	-0.169980562299687	-4.66139459850791	0.000108243796317491	0.000909012576466237
ENST00000479950.5	OARD1	24	0.0845159449597874	0.0917987021791968	0.0323213163518959	0.0567640041889644	-0.0521946286078914	0.10707762332975	-0.0974095434813439	-0.00697971373443902	-2.38799113069006	0.0255414592230403	0.0497897343878577
ENST00000480456.6	JAM2	18	0.0301826724918696	0.0801534968780089	0.0244142270540776	0.0489038593775151	-0.00576844543779193	0.0814290978589268	-0.0462621831406489	0.0347252922650651	-0.30054909067276	0.767402849791314	0.802439017074036
ENST00000480502.5	DMKN	13	0.472087300215801	0.163436256159678	0.562027403976355	0.340051167784169	0.0899401037605534	0.413661825336416	-0.16003323549547	0.339913443016577	0.783934208977342	0.44827659194078	0.504866610690155
ENST00000480687.5	GMPPB	24	0.124902015812184	0.133667286681912	0.0524183718557855	0.0753202540406295	-0.0724836439563981	0.152886964612083	-0.137042147173337	-0.00792514073945945	-2.32260406034268	0.0294042996010515	0.0553641637817362
ENST00000480945.6	DDI2	23	0.0935452883212727	0.109286839281926	0.0719069528022447	0.0660840363072442	-0.0216383355190281	0.114391717297949	-0.0711050235255405	0.0278283524874843	-0.907179418627654	0.374141912912208	0.432209990903067
ENST00000481138.6	ZNF782	23	0.422734511840473	0.164496879195201	0.506727355903019	0.257151709054035	0.0839928440625466	0.313651623207183	-0.0516402887762073	0.219625976901301	1.28427688391643	0.212405263331566	0.266071427696494
ENST00000481195.6	PPP2CA	24	0.238820373177253	0.154728357449539	0.186594870176079	0.0563731060252529	-0.0522255030011737	0.158871240672949	-0.119310944379955	0.0148599383776074	-1.61043412729953	0.120943430393904	0.165949966236674
ENST00000481247.6	BTBD9	24	0.0917247104097961	0.277415579256481	-0.0123752074064869	0.0440739656984324	-0.104099917816283	0.280033558753935	-0.222347719056481	0.0141478834239149	-1.82115087956024	0.0816185768351796	0.121188685066354
ENST00000481490.3	FSBP	23	0.0757993188106665	0.0870497961696862	0.0735416392591253	0.215858433765884	-0.00225767955154122	0.230352856872007	-0.101869724649326	0.0973543655462439	-0.0470037615762503	0.962934313322895	0.97147329430955
ENST00000481508.1	SSBP1	24	0.0566915209908007	0.141648471652424	-0.0489087342704888	0.0539487203853823	-0.10560025526129	0.134859633580748	-0.162546484198781	-0.0486540263237977	-3.836088460717	0.000844440033608437	0.00429193866136359
ENST00000481533.5	SMIM29	23	0.0351925309471682	0.122079875363731	0.0606712909239769	0.099863486528533	0.0254787599768087	0.160505710984697	-0.0439291142652001	0.0948866342188176	0.761292788412666	0.454565879632962	0.511452813501592
ENST00000481739.2	RXRA	24	0.128312772505251	0.0784911832306568	0.102725699697084	0.0694921049821825	-0.0255870728081669	0.0953297823467046	-0.0658413094980974	0.0146671638817636	-1.31491483246039	0.201498955358282	0.254486856325973
ENST00000481752.6	NCK1	24	0.085187902461248	0.116006100658544	0.0216696943382646	0.0349052060323224	-0.0635182081229834	0.116246869093929	-0.112604955913425	-0.0144314603325419	-2.6768411139142	0.0134674005631072	0.030804601570354
ENST00000481909.2	C10orf88	24	-0.165138242700265	0.128246857706736	-0.226674459853583	0.086731378102469	-0.0615362171533184	0.134320579104411	-0.118254823348525	-0.00481761095811183	-2.24436692771497	0.0347265317374459	0.0623174011002261
ENST00000482387.6	C3orf67	20	0.102194789659591	0.122995482405167	0.0825578259311481	0.341960857456816	-0.0196369637284428	0.329626577647296	-0.173906950806272	0.134633023349386	-0.26642017814158	0.792785493663992	0.82547988194717
ENST00000483063.2	POLE4	24	0.0819296802304659	0.132670711337786	0.0392509290084826	0.0864436020040277	-0.0426787512219833	0.138732815600761	-0.101260481489057	0.0159029790450906	-1.50708630687475	0.145401666596983	0.193152213914767
ENST00000483209.5	B4GALT4	24	0.073155851437467	0.0900632245553188	0.0447595894190651	0.0745483336118126	-0.0283962620184019	0.119119899285168	-0.0786961840602523	0.0219036600234486	-1.16783766549272	0.254836330248981	0.310220402442799
ENST00000483233.5	ABHD14B	24	0.0757298039582683	0.0990742749986738	0.00293887685382623	0.0562849155067099	-0.0727909271044421	0.105649550871112	-0.117402819865127	-0.0281790343437575	-3.37532204992577	0.00260990822492313	0.00959892936167382
ENST00000483466.5	MAGI1	23	0.112519402330576	0.11462287520729	0.107760177563341	0.0886106924218377	-0.00475922476723537	0.143666613440211	-0.0668853271797794	0.0573668776453086	-0.158870872074511	0.87522002006315	0.896572510608313
ENST00000483851.6	SHOX2	19	0.296935821354383	0.305586770118532	0.188319822151082	0.147212140497508	-0.108615999203301	0.32584207072992	-0.265666850095064	0.0484348516884614	-1.4529927431357	0.163437311365992	0.213176702467133
ENST00000484259.3	FXN	23	-0.196917251784873	0.165697553511874	-0.379785243002783	0.104607323717253	-0.18286799121791	0.158356693558939	-0.25134656063758	-0.114389421798239	-5.53815602724309	1.4466711431276e-05	0.000185664140395413
ENST00000484302.3	HOXB6	13	0.427370948370871	0.377079166405999	0.412501691465628	0.213040808688998	-0.0148692569052431	0.459703426392835	-0.292665257223613	0.262926743413127	-0.116622729181243	0.909088095977252	0.925775900089407
ENST00000484457.6	FBXL2	22	0.0746144248372184	0.123412127297493	0.00219591816380366	0.064840496637001	-0.0724185066734147	0.110750947943499	-0.121522726097384	-0.0233142872494451	-3.06699772156489	0.00585085422856547	0.0168745402085873
ENST00000484558.3	CHCHD10	23	0.154062801580024	0.371229613367539	-0.0659020284922806	0.110072379604525	-0.219964830072304	0.35276949816148	-0.372513800539424	-0.0674158596051848	-2.99037833933702	0.0067432524881599	0.0187000605612072
