transcript_id	genome_ribo_reads	genome_rna_reads	txome_ribo_reads	txome_rna_reads
ENST00000367806.7	0	0	0	0
ENST00000367808.8	431	21	456	17
ENST00000367811.8	686	66	690	51
ENST00000367816.5	979	160	1037	134
ENST00000367817.4	0	0	0	0
ENST00000367818.4	0	0	0	0
ENST00000367819.3	0	0	0	0
ENST00000367821.8	1	1	1	1
ENST00000367833.7	725	70	722	50
ENST00000367837.10	1164	170	1175	146
ENST00000367838.5	280	77	273	66
ENST00000367840.3	813	169	970	139
ENST00000367851.9	0	0	0	0
ENST00000367854.8	0	0	0	0
ENST00000367858.9	1065	217	1029	152
ENST00000367866.7	274	8	278	8
ENST00000367868.4	0	0	0	0
ENST00000367872.9	0	0	0	0
ENST00000367874.5	235	19	255	17
ENST00000367875.1	450	81	441	60
ENST00000367879.9	870	155	814	117
ENST00000367889.8	746	131	739	109
ENST00000367909.10	0	0	0	0
ENST00000367910.5	6	0	6	0
ENST00000367922.7	353	19	342	16
ENST00000367924.1	741	110	844	96
ENST00000367927.9	0	0	0	0
ENST00000367928.5	0	0	0	0
ENST00000367929.3	0	0	0	0
ENST00000367931.1	0	0	0	0
ENST00000367935.10	0	0	0	0
ENST00000367941.7	318	9	315	6
ENST00000367942.4	997	134	958	93
ENST00000367943.5	467	75	458	58
ENST00000367948.6	8	0	7	0
ENST00000367959.6	0	0	0	0
ENST00000367963.8	8	0	9	0
ENST00000367964.6	1	0	0	0
ENST00000367969.8	0	0	0	0
ENST00000367972.8	1	0	1	0
ENST00000367974.2	0	7	0	5
ENST00000367975.7	292	41	903	98
ENST00000367976.4	1038	155	991	122
ENST00000367983.9	0	7	0	0
ENST00000367988.8	103	21	108	16
ENST00000367990.7	0	0	0	0
ENST00000367993.7	1454	296	1446	223
ENST00000367996.6	2	0	2	0
ENST00000367999.9	352	53	349	44
ENST00000368002.8	113	88	111	66
ENST00000368003.6	703	185	721	145
ENST00000368006.8	342	39	330	33
ENST00000368009.7	474	57	470	50
ENST00000368010.4	689	177	698	145
ENST00000368011.9	33	0	30	0
ENST00000368012.4	5	0	5	0
ENST00000368013.8	0	1	0	1
ENST00000368021.7	319	61	317	50
ENST00000368026.11	104	1	0	0
ENST00000368029.4	0	0	0	0
ENST00000368034.9	0	0	0	0
ENST00000368043.8	0	0	0	0
ENST00000368054.8	0	0	0	0
ENST00000368059.7	0	0	0	0
ENST00000368061.3	0	0	0	0
ENST00000368068.8	634	75	627	57
ENST00000368072.9	598	68	594	56
ENST00000368073.7	694	172	610	120
ENST00000368078.8	0	0	0	0
ENST00000368081.9	0	0	0	0
ENST00000368086.5	199	25	187	21
ENST00000368087.8	0	0	0	0
ENST00000368088.4	0	0	0	0
ENST00000368090.5	362	23	347	20
ENST00000368093.4	0	0	0	0
ENST00000368094.6	5	0	5	0
ENST00000368097.9	832	732	1471	885
ENST00000368099.9	30	8	30	4
ENST00000368100.1	0	1	0	0
ENST00000368106.4	0	0	0	0
ENST00000368107.2	98	11	95	11
ENST00000368115.5	0	0	0	0
ENST00000368125.9	1	0	0	0
ENST00000368128.6	1493	282	1440	215
ENST00000368130.9	0	0	0	0
ENST00000368134.6	0	0	0	0
ENST00000368139.6	206	20	199	16
ENST00000368140.6	0	0	0	0
ENST00000368141.5	0	0	0	0
ENST00000368143.6	0	0	0	0
ENST00000368144.2	0	0	0	0
ENST00000368145.2	0	0	0	0
ENST00000368149.3	290	27	280	21
ENST00000368152.1	0	0	0	0
ENST00000368167.8	0	0	0	0
ENST00000368168.4	0	0	0	0
ENST00000368170.8	0	0	0	0
ENST00000368174.5	0	0	0	0
ENST00000368176.8	0	0	0	0
ENST00000368184.8	0	0	0	0
ENST00000368192.9	295	40	289	24
ENST00000368194.7	292	66	282	49
ENST00000368195.4	0	2	0	1
ENST00000368199.7	119	6	121	5
ENST00000368211.8	709	169	704	133
ENST00000368218.8	114	34	112	29
ENST00000368223.4	401	86	391	66
ENST00000368226.8	1829	257	1792	205
ENST00000368232.8	700	290	684	226
ENST00000368235.8	688	258	689	179
ENST00000368236.7	0	0	0	0
ENST00000368255.7	6	0	7	1
ENST00000368272.5	1	1	0	0
ENST00000368276.8	0	0	1	0
ENST00000368277.3	84	11	117	12
ENST00000368282.1	0	0	0	0
ENST00000368300.9	2896	2213	2700	1683
ENST00000368305.9	415	40	390	31
ENST00000368309.4	198	43	683	100
ENST00000368314.5	223	46	216	39
ENST00000368318.5	0	0	0	0
ENST00000368321.8	572	150	542	107
ENST00000368323.8	268	18	267	13
ENST00000368324.5	58	8	54	8
ENST00000368328.4	482	76	463	63
ENST00000368336.10	1036	259	1177	202
ENST00000368340.9	496	136	185	33
ENST00000368352.10	310	97	301	77
ENST00000368358.4	53	27	40	18
ENST00000368361.9	226	104	280	90
ENST00000368364.4	17	5	16	5
ENST00000368378.7	775	149	762	117
ENST00000368404.9	545	78	510	63
ENST00000368407.8	594	78	574	59
ENST00000368408.4	3	0	2	0
ENST00000368409.8	141	7	140	9
ENST00000368417.6	1	0	1	0
ENST00000368424.4	1	0	1	0
ENST00000368440.5	239	8	239	6
ENST00000368444.8	0	0	0	0
ENST00000368455.9	356	29	429	32
ENST00000368457.3	238	20	232	15
ENST00000368463.8	606	92	591	73
ENST00000368467.4	496	106	487	73
ENST00000368468.4	524	23	500	18
ENST00000368474.9	2314	430	2154	316
ENST00000368476.4	1	0	0	0
ENST00000368482.8	0	0	0	0
ENST00000368485.8	59	6	59	5
ENST00000368489.5	461	149	454	118
ENST00000368491.8	92	5	90	6
ENST00000368494.4	36	31	591	88
ENST00000368498.7	1078	126	1041	102
ENST00000368507.7	9	0	8	0
ENST00000368521.9	749	258	706	190
ENST00000368525.4	0	0	0	0
ENST00000368547.4	1076	215	987	160
ENST00000368557.6	0	0	0	0
ENST00000368559.7	0	0	0	0
ENST00000368563.6	918	214	880	162
ENST00000368564.7	113	14	111	11
ENST00000368575.5	0	0	0	0
ENST00000368576.8	247	21	238	13
ENST00000368586.10	0	0	0	0
ENST00000368592.8	0	0	0	0
ENST00000368594.8	239	34	241	24
ENST00000368596.3	1	0	0	0
ENST00000368599.4	18	0	17	0
ENST00000368602.4	0	0	0	0
ENST00000368605.3	34	0	35	0
ENST00000368608.4	990	187	866	149
ENST00000368614.8	56	10	53	6
ENST00000368623.7	975	246	984	199
ENST00000368633.2	276	44	269	32
ENST00000368636.8	192	33	462	70
ENST00000368642.4	0	0	0	0
ENST00000368644.5	826	144	1248	168
ENST00000368648.8	0	0	0	0
ENST00000368654.8	2832	1002	2145	506
ENST00000368655.5	906	24	887	21
ENST00000368656.7	101	7	94	5
ENST00000368662.10	250	50	257	43
ENST00000368666.7	0	0	0	0
ENST00000368671.4	0	0	0	0
ENST00000368679.8	1732	363	1673	285
ENST00000368680.4	275	84	271	74
ENST00000368685.6	311	35	309	28
ENST00000368693.6	26	2	24	2
ENST00000368694.8	617	142	613	115
ENST00000368702.5	0	0	0	0
ENST00000368706.9	25	0	25	0
ENST00000368708.9	680	454	578	225
ENST00000368713.8	87	14	72	4
ENST00000368715.5	676	259	599	171
ENST00000368718.5	0	0	0	0
ENST00000368720.6	730	669	659	506
ENST00000368722.5	1	0	1	0
ENST00000368725.3	0	0	0	0
ENST00000368729.9	0	0	0	0
ENST00000368732.5	0	1	0	0
ENST00000368737.5	0	0	0	0
ENST00000368738.4	0	0	1	0
ENST00000368742.4	0	0	0	0
ENST00000368744.4	0	0	0	0
ENST00000368747.2	0	0	0	0
ENST00000368748.5	0	0	0	0
ENST00000368751.1	0	0	0	0
ENST00000368755.2	0	0	0	0
ENST00000368757.1	0	0	0	0
ENST00000368761.11	389	71	377	55
ENST00000368762.1	0	0	0	0
ENST00000368764.4	0	0	0	0
ENST00000368765.4	0	0	0	0
ENST00000368770.4	0	0	0	0
ENST00000368775.3	0	0	0	0
ENST00000368777.1	0	0	0	0
ENST00000368779.2	0	0	0	0
ENST00000368780.4	0	0	0	0
ENST00000368783.1	0	0	0	0
ENST00000368784.2	0	0	0	0
ENST00000368787.4	0	0	0	0
ENST00000368789.2	0	0	0	0
ENST00000368790.4	0	0	0	0
ENST00000368797.10	316	84	310	63
ENST00000368799.2	56	26	31	8
ENST00000368801.4	0	0	0	0
ENST00000368806.2	0	0	0	0
ENST00000368808.3	0	0	0	0
ENST00000368811.8	651	254	638	184
ENST00000368814.8	157	24	263	31
ENST00000368817.10	0	0	0	0
ENST00000368820.4	0	0	0	0
ENST00000368821.4	27	0	27	0
ENST00000368822.5	75	9	74	6
ENST00000368830.8	763	203	753	153
ENST00000368836.7	380	21	351	13
ENST00000368842.10	118	2	110	5
ENST00000368845.6	804	99	1044	85
ENST00000368849.8	663	96	670	81
ENST00000368851.10	36	0	36	0
ENST00000368858.9	1293	305	1471	247
ENST00000368868.10	819	142	812	115
ENST00000368874.8	720	162	701	135
ENST00000368884.8	802	374	1482	467
ENST00000368885.8	463	100	682	94
ENST00000368888.9	592	140	1084	168
ENST00000368892.9	701	162	700	132
ENST00000368894.2	0	0	0	0
ENST00000368898.8	6	7	4	0
ENST00000368905.9	558	141	562	101
ENST00000368908.10	137	25	132	17
ENST00000368910.4	0	0	0	0
ENST00000368911.8	201	22	183	17
ENST00000368913.7	18	4	17	1
ENST00000368918.8	148	19	140	16
ENST00000368919.8	0	0	0	0
ENST00000368921.5	415	57	407	26
ENST00000368924.8	1	0	1	0
ENST00000368926.6	168	35	162	32
ENST00000368931.8	1	3	1	3
ENST00000368932.5	747	45	748	40
ENST00000368947.9	4	1	4	1
ENST00000368977.9	106	6	107	5
ENST00000368984.8	1257	246	1184	198
ENST00000368985.8	87	1	85	1
ENST00000368986.9	1	0	1	0
ENST00000368990.7	400	37	385	24
ENST00000369002.9	942	179	1346	192
ENST00000369005.6	320	74	310	61
ENST00000369020.8	0	0	0	0
ENST00000369023.8	556	54	547	47
ENST00000369026.3	1037	243	1007	196
ENST00000369037.9	314	16	314	9
ENST00000369046.8	319	34	429	26
ENST00000369047.9	41	5	41	5
ENST00000369063.8	250	28	302	27
ENST00000369064.8	856	163	845	125
ENST00000369068.4	953	102	922	75
ENST00000369075.8	1157	154	1133	119
ENST00000369076.8	585	79	568	63
ENST00000369077.3	1415	208	1406	156
ENST00000369085.8	625	119	610	90
ENST00000369093.6	922	107	871	85
ENST00000369096.9	37	1	37	1
ENST00000369102.5	4	0	4	0
ENST00000369103.3	219	13	219	10
ENST00000369109.8	776	176	709	115
ENST00000369111.9	1	0	1	0
ENST00000369124.5	177	67	178	53
ENST00000369144.8	3259	1560	3240	1228
ENST00000369146.8	387	36	374	31
ENST00000369151.8	346	20	348	16
ENST00000369153.2	134	10	129	6
ENST00000369155.3	160	1	107	0
ENST00000369158.1	0	0	0	0
ENST00000369159.2	0	0	0	0
ENST00000369162.7	2016	326	1988	253
ENST00000369163.3	792	2	254	1
ENST00000369167.2	92	0	14	0
ENST00000369168.4	0	0	0	0
ENST00000369183.9	359	53	403	38
ENST00000369206.6	0	0	0	0
ENST00000369208.8	0	0	0	0
ENST00000369215.5	11	0	11	0
ENST00000369221.2	0	0	0	0
ENST00000369230.4	0	0	0	0
ENST00000369235.1	0	0	0	0
ENST00000369244.7	345	35	345	28
ENST00000369248.9	347	14	336	10
ENST00000369256.6	407	47	388	32
ENST00000369258.8	911	152	893	111
ENST00000369261.9	0	0	0	0
ENST00000369278.5	897	85	881	68
ENST00000369288.7	0	0	0	0
ENST00000369295.4	0	0	0	0
ENST00000369301.3	748	24	735	14
ENST00000369303.9	874	59	845	44
ENST00000369304.8	2	1	2	0
ENST00000369306.8	296	56	293	37
ENST00000369310.7	0	0	0	0
ENST00000369314.2	103	28	95	22
ENST00000369329.8	834	119	812	80
ENST00000369356.8	205	33	715	115
ENST00000369367.8	2459	391	2362	292
ENST00000369373.9	1	2	0	0
ENST00000369390.7	6	3	1	0
ENST00000369393.8	1474	347	1439	274
ENST00000369397.8	366	30	346	23
ENST00000369400.2	0	0	0	0
ENST00000369405.7	360	67	352	50
ENST00000369406.8	0	0	0	0
ENST00000369413.8	0	0	0	0
ENST00000369415.9	5	0	5	0
ENST00000369429.5	82	2	78	0
ENST00000369443.10	400	27	398	19
ENST00000369448.4	21	6	21	6
ENST00000369449.7	52	2	50	2
ENST00000369452.9	1060	160	1067	116
ENST00000369454.4	0	0	0	0
ENST00000369458.8	0	0	0	0
ENST00000369462.5	404	29	588	25
ENST00000369466.9	1218	189	1185	138
ENST00000369470.1	5	6	5	4
ENST00000369476.8	19	0	24	1
ENST00000369478.4	0	0	0	0
ENST00000369484.8	79	3	0	0
ENST00000369485.9	685	60	680	45
ENST00000369486.8	310	50	439	59
ENST00000369489.10	529	17	517	16
ENST00000369498.8	181	33	515	50
ENST00000369500.3	0	0	0	0
ENST00000369501.2	0	0	0	0
ENST00000369503.9	8	1	8	1
ENST00000369505.4	0	0	0	0
ENST00000369506.1	0	0	0	0
ENST00000369512.3	16	2	16	1
ENST00000369516.7	64	2	61	2
ENST00000369519.4	93	9	92	5
ENST00000369522.8	0	1	0	0
ENST00000369529.1	0	0	0	0
ENST00000369534.8	101	7	100	5
ENST00000369535.5	600	49	588	36
ENST00000369536.10	689	98	660	74
ENST00000369541.4	647	114	927	109
ENST00000369550.10	1611	382	1548	295
ENST00000369552.9	385	18	305	11
ENST00000369562.9	0	0	0	0
ENST00000369569.6	477	59	478	46
ENST00000369575.7	0	0	0	0
ENST00000369577.8	419	77	400	64
ENST00000369583.4	19	0	19	0
ENST00000369585.3	145	20	107	8
ENST00000369603.10	655	117	648	89
ENST00000369604.6	304	80	288	64
ENST00000369615.5	274	31	268	20
ENST00000369622.8	1190	275	2102	334
ENST00000369660.9	279	46	290	39
ENST00000369663.10	0	0	0	0
ENST00000369681.10	373	37	369	28
ENST00000369682.4	459	130	393	87
ENST00000369684.5	18	1	17	1
ENST00000369689.5	2	0	2	0
ENST00000369700.4	1	0	1	0
ENST00000369701.8	4	0	0	0
ENST00000369702.5	966	108	931	82
ENST00000369704.8	23	3	19	3
ENST00000369705.4	1599	278	1544	188
ENST00000369709.3	572	62	663	56
ENST00000369713.10	827	139	933	106
ENST00000369716.9	0	0	0	0
ENST00000369722.8	692	226	934	171
ENST00000369724.5	107	3	105	2
ENST00000369729.7	121	4	152	2
ENST00000369732.4	1	3	1	2
ENST00000369738.9	4	0	4	0
ENST00000369740.6	0	0	0	0
ENST00000369747.8	113	13	111	8
ENST00000369752.5	40	2	40	2
ENST00000369755.4	1308	197	1269	149
ENST00000369762.7	1325	243	1316	197
ENST00000369763.5	521	36	508	25
ENST00000369768.1	0	0	0	0
ENST00000369769.4	0	0	0	0
ENST00000369771.4	0	0	0	0
ENST00000369779.9	2	1	2	0
ENST00000369780.8	198	30	182	25
ENST00000369783.4	1	0	1	0
ENST00000369795.8	652	59	632	50
ENST00000369797.8	890	291	880	226
ENST00000369798.7	1178	178	1184	138
ENST00000369799.10	1575	331	1532	239
ENST00000369800.6	77	4	72	4
ENST00000369809.5	217	20	200	14
ENST00000369816.5	90	0	90	0
ENST00000369825.6	256	73	406	60
ENST00000369838.6	35	0	32	0
ENST00000369839.4	294	23	289	19
ENST00000369842.9	888	245	883	187
ENST00000369847.4	153	18	289	18
ENST00000369849.9	24	6	23	5
ENST00000369850.10	6652	7567	6088	5542
ENST00000369851.7	1218	259	1062	163
ENST00000369864.5	16	1	15	1
ENST00000369870.7	99	10	95	10
ENST00000369872.4	0	0	0	0
ENST00000369878.9	243	16	217	12
ENST00000369880.8	80	0	0	0
ENST00000369886.8	27	6	24	3
ENST00000369887.4	0	0	0	0
ENST00000369888.6	368	85	370	66
ENST00000369889.5	278	38	320	28
ENST00000369893.10	145	14	139	12
ENST00000369902.8	264	14	265	12
ENST00000369905.9	920	159	938	125
ENST00000369908.9	508	100	497	72
ENST00000369909.6	284	42	280	31
ENST00000369915.8	1	0	0	0
ENST00000369916.5	0	16	0	14
ENST00000369929.8	0	0	0	0
ENST00000369937.5	508	89	508	72
ENST00000369939.8	214	8	192	5
ENST00000369940.7	82	8	83	8
ENST00000369947.5	0	0	0	0
ENST00000369948.7	0	0	0	0
ENST00000369950.8	0	0	0	0
ENST00000369951.9	0	0	0	0
ENST00000369962.7	378	32	383	26
ENST00000369966.8	545	159	551	121
ENST00000369967.7	310	116	297	100
ENST00000369980.8	478	460	460	371
ENST00000369982.5	99	2	96	2
ENST00000369983.3	1380	208	1363	148
ENST00000369984.4	1511	168	1460	131
ENST00000369996.3	0	9	0	0
ENST00000370001.8	0	0	0	0
ENST00000370002.8	0	0	0	0
ENST00000370005.4	65	3	63	2
ENST00000370008.4	739	75	734	52
ENST00000370017.9	1	0	1	0
ENST00000370025.9	685	351	668	272
ENST00000370028.7	1	2	1	2
ENST00000370032.9	399	47	387	38
ENST00000370033.9	426	37	429	27
ENST00000370035.8	270	14	261	9
ENST00000370040.7	0	0	0	0
ENST00000370053.3	191	57	212	53
ENST00000370056.9	186	17	190	14
ENST00000370060.7	1824	350	1720	237
ENST00000370068.5	56	4	52	3
ENST00000370078.2	400	90	392	76
ENST00000370079.3	0	0	0	0
ENST00000370081.6	600	231	628	183
ENST00000370083.8	0	0	0	0
ENST00000370096.9	4	0	3	0
ENST00000370101.8	0	0	0	0
ENST00000370103.9	0	0	0	0
ENST00000370109.8	514	45	493	31
ENST00000370110.5	475	114	461	95
ENST00000370113.7	459	22	456	23
ENST00000370128.8	530	54	527	39
ENST00000370132.8	546	53	536	28
ENST00000370141.7	296	27	286	14
ENST00000370150.5	0	0	0	0
ENST00000370151.9	393	84	358	67
ENST00000370152.8	29	4	25	4
ENST00000370162.8	154	6	151	5
ENST00000370179.8	286	57	278	48
ENST00000370185.7	15	0	15	0
ENST00000370187.8	368	33	353	20
ENST00000370188.7	1	0	1	0
ENST00000370192.8	1050	76	1035	55
ENST00000370193.3	0	0	0	0
ENST00000370196.11	0	0	0	0
ENST00000370200.6	93	20	90	17
ENST00000370202.5	268	22	131	9
ENST00000370203.9	113	0	126	0
ENST00000370205.6	261	23	259	14
ENST00000370206.9	1468	214	1465	176
ENST00000370211.8	518	66	4	1
ENST00000370214.9	1847	209	1825	155
ENST00000370220.1	349	128	330	96
ENST00000370225.4	33	2	25	2
ENST00000370238.8	1016	96	998	79
ENST00000370249.3	91	3	85	3
ENST00000370253.6	612	94	591	64
ENST00000370263.9	0	0	0	0
ENST00000370268.8	68	8	59	5
ENST00000370269.3	402	48	399	35
ENST00000370272.9	515	81	495	60
ENST00000370274.8	597	66	592	55
ENST00000370277.5	549	72	528	58
ENST00000370282.8	690	82	679	58
ENST00000370287.7	28	0	8	0
ENST00000370298.9	553	74	538	58
ENST00000370310.5	385	33	381	23
ENST00000370314.9	114	27	103	26
ENST00000370315.4	442	43	399	31
ENST00000370316.8	22	0	13	0
ENST00000370321.8	509	495	2031	1091
ENST00000370328.4	53	69	43	58
ENST00000370331.5	401	21	379	15
ENST00000370336.5	0	0	0	0
ENST00000370339.8	729	87	690	73
ENST00000370340.7	0	0	0	0
ENST00000370345.8	2	10	1	8
ENST00000370350.7	0	0	0	0
ENST00000370351.9	11	2	12	1
ENST00000370353.3	0	0	0	0
ENST00000370355.3	1128	234	1648	232
ENST00000370357.5	0	0	0	0
ENST00000370359.5	0	0	0	0
ENST00000370360.8	549	37	542	30
ENST00000370367.4	0	0	0	0
ENST00000370370.4	0	0	0	0
ENST00000370372.7	322	41	367	27
ENST00000370375.8	0	0	0	0
ENST00000370377.8	427	53	421	42
ENST00000370383.5	4	0	4	0
ENST00000370384.7	36	3	35	1
ENST00000370388.4	0	0	0	0
ENST00000370396.7	248	11	244	11
ENST00000370397.8	602	88	594	65
ENST00000370398.5	1	0	1	0
ENST00000370406.8	40	15	1	0
ENST00000370416.4	0	0	0	0
ENST00000370418.8	0	0	0	0
ENST00000370425.8	3	5	3	3
ENST00000370435.5	573	87	554	58
ENST00000370440.5	1006	174	988	128
ENST00000370445.5	0	0	0	0
ENST00000370453.5	1	0	0	0
ENST00000370454.9	347	9	341	6
ENST00000370455.8	522	38	511	27
ENST00000370456.5	1	0	0	0
ENST00000370459.7	0	0	0	0
ENST00000370460.7	0	0	0	0
ENST00000370466.4	437	61	356	21
ENST00000370467.8	82	9	81	9
ENST00000370473.5	690	120	503	53
ENST00000370474.4	130	4	91	3
ENST00000370475.9	802	49	788	43
ENST00000370476.10	328	28	327	28
ENST00000370481.9	72	19	33	4
ENST00000370487.5	227	63	230	48
ENST00000370489.5	293	29	293	21
ENST00000370493.4	1	0	0	0
ENST00000370495.6	217	32	213	28
ENST00000370500.10	625	42	597	27
ENST00000370501.4	0	0	0	0
ENST00000370503.2	0	0	0	0
ENST00000370508.7	856	110	803	80
ENST00000370509.5	599	61	595	46
ENST00000370515.3	0	0	0	0
ENST00000370518.4	0	0	0	0
ENST00000370519.3	0	0	0	0
ENST00000370521.8	1117	165	1117	134
ENST00000370526.5	359	68	346	60
ENST00000370536.4	0	0	0	0
ENST00000370540.2	0	0	0	0
ENST00000370544.10	520	61	513	37
ENST00000370548.3	1	0	1	0
ENST00000370550.10	203	8	216	6
ENST00000370552.8	10	0	10	0
ENST00000370558.8	894	82	871	59
ENST00000370563.3	0	0	0	0
ENST00000370565.5	2	0	1	0
ENST00000370566.7	320	54	286	27
ENST00000370571.7	13	2	14	2
ENST00000370574.4	691	92	698	66
ENST00000370575.5	127	28	123	19
ENST00000370589.7	242	23	235	13
ENST00000370591.6	30	4	30	1
ENST00000370598.6	1	0	1	0
ENST00000370602.6	0	0	0	0
ENST00000370611.4	32	2	31	1
ENST00000370626.4	408	79	368	57
ENST00000370629.7	0	0	0	0
ENST00000370630.6	228	20	215	18
ENST00000370631.3	79	0	72	0
ENST00000370634.8	0	0	0	0
ENST00000370640.5	0	0	0	0
ENST00000370641.3	166	29	369	32
ENST00000370646.9	24	0	24	0
ENST00000370648.4	0	0	0	0
ENST00000370649.3	0	0	0	0
ENST00000370651.7	332	130	95	6
ENST00000370654.6	790	108	787	77
ENST00000370657.9	73	13	71	10
ENST00000370659.1	0	0	0	0
ENST00000370664.4	82	10	80	10
ENST00000370665.3	0	0	0	0
ENST00000370668.7	12	0	12	0
ENST00000370683.6	440	42	490	35
ENST00000370685.7	732	22	711	19
ENST00000370693.5	744	78	738	63
ENST00000370695.7	513	35	505	24
ENST00000370708.8	494	11	458	5
ENST00000370728.5	338	62	326	47
ENST00000370733.5	419	18	394	14
ENST00000370742.4	50	5	51	4
ENST00000370746.8	34	13	29	10
ENST00000370747.9	170	38	164	25
ENST00000370751.10	900	82	849	60
ENST00000370752.4	4	0	4	0
ENST00000370757.8	44	0	43	0
ENST00000370759.4	3	0	3	0
ENST00000370763.6	894	110	875	85
ENST00000370766.8	31	3	24	2
ENST00000370768.6	2037	409	1991	300
ENST00000370775.2	129	21	10	0
ENST00000370782.6	1015	157	970	113
ENST00000370783.8	239	10	236	7
ENST00000370784.8	49	0	41	0
ENST00000370794.7	1193	100	1184	78
ENST00000370801.8	822	118	802	94
ENST00000370812.8	1279	127	1201	68
ENST00000370818.8	74	3	71	2
ENST00000370823.7	423	60	405	55
ENST00000370828.4	445	47	405	31
ENST00000370830.4	9	0	8	0
ENST00000370836.6	992	119	915	86
ENST00000370841.9	1214	148	1184	113
ENST00000370853.7	317	12	307	10
ENST00000370855.5	57	3	58	3
ENST00000370867.8	286	84	273	57
ENST00000370873.9	1552	733	1474	533
ENST00000370874.2	314	31	311	21
ENST00000370888.6	219	18	212	13
ENST00000370898.7	223	18	222	14
ENST00000370902.8	432	55	423	42
ENST00000370905.4	2	1	2	1
ENST00000370938.8	326	12	320	9
ENST00000370940.6	106	6	92	6
ENST00000370944.9	378	61	371	46
ENST00000370950.7	1267	434	1366	342
ENST00000370952.4	1008	84	990	70
ENST00000370963.9	87	3	86	2
ENST00000370966.9	414	60	792	71
ENST00000370978.9	279	4	215	2
ENST00000370981.3	25	6	23	3
ENST00000370982.4	392	30	377	20
ENST00000370986.9	331	73	321	65
ENST00000370989.6	0	0	0	0
ENST00000370995.6	546	317	2311	1222
ENST00000370996.5	40	5	39	3
ENST00000371007.6	0	0	0	0
ENST00000371015.6	0	0	0	0
ENST00000371019.4	47	25	29	10
ENST00000371021.5	7	8	6	0
ENST00000371026.8	26	0	23	0
ENST00000371037.9	24	0	21	0
ENST00000371065.9	391	22	256	9
ENST00000371068.11	295	17	292	15
ENST00000371072.8	410	37	404	27
ENST00000371076.7	0	0	0	0
ENST00000371079.6	498	25	470	18
ENST00000371084.8	1232	198	1217	164
ENST00000371085.7	2540	1911	2253	1266
ENST00000371088.5	254	18	245	12
ENST00000371103.8	93	8	86	7
ENST00000371106.4	0	0	0	0
ENST00000371113.9	860	109	833	83
ENST00000371116.4	5	0	4	0
ENST00000371117.8	0	0	0	0
ENST00000371123.5	2012	366	1900	260
ENST00000371124.4	0	0	0	0
ENST00000371125.4	0	0	0	0
ENST00000371126.3	0	0	0	0
ENST00000371129.4	0	3	0	2
ENST00000371139.9	0	0	0	0
ENST00000371141.8	42	15	48	11
ENST00000371142.9	1853	246	1827	172
ENST00000371148.3	0	0	0	0
ENST00000371149.8	4	0	4	0
ENST00000371153.9	324	53	295	35
ENST00000371160.5	2629	476	2562	339
ENST00000371168.4	0	0	0	0
ENST00000371172.8	0	0	0	0
ENST00000371173.8	0	0	0	0
ENST00000371174.5	0	5	0	3
ENST00000371175.10	0	0	0	0
ENST00000371197.9	0	0	0	0
ENST00000371199.7	448	24	629	23
ENST00000371201.3	0	0	0	0
ENST00000371204.4	3	0	3	0
ENST00000371205.5	0	0	0	0
ENST00000371208.5	15	0	16	0
ENST00000371211.6	0	0	0	0
ENST00000371222.4	327	60	305	48
ENST00000371224.7	1257	232	1254	177
ENST00000371225.4	312	61	303	55
ENST00000371226.8	253	20	237	13
ENST00000371227.8	7	0	7	0
ENST00000371236.6	58	4	58	4
ENST00000371237.9	0	0	0	0
ENST00000371244.9	170	10	157	6
ENST00000371250.4	79	6	76	6
ENST00000371253.7	0	0	0	0
ENST00000371263.8	0	0	0	0
ENST00000371268.4	0	0	0	0
ENST00000371269.9	1828	429	1781	323
ENST00000371270.6	0	0	0	0
ENST00000371273.3	0	0	0	0
ENST00000371276.9	0	0	0	0
ENST00000371279.4	131	3	130	2
ENST00000371281.4	415	55	43	2
ENST00000371311.4	0	0	0	0
ENST00000371317.10	474	48	267	4
ENST00000371320.7	181	30	555	76
ENST00000371321.9	0	0	0	0
ENST00000371325.1	0	0	0	0
ENST00000371328.5	0	0	0	0
ENST00000371347.10	7	25	4	16
ENST00000371360.2	0	0	0	0
ENST00000371361.3	911	118	893	96
ENST00000371369.8	0	0	0	0
